,step,entity,name,id,model,dataset,subset,initial_model,project,exit_condition,metric,seed,train,dev,test,range_from,range_to
463,20,szegedai-semantics,desert-dawn-228,f79clyxp,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9990128803196994,0.9103281607733401,0.8688748790820241,2,3
464,21,szegedai-semantics,desert-dawn-228,f79clyxp,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9932216050412822,0.8708517350157728,0.8329913285232012,0,1
465,22,szegedai-semantics,desert-dawn-228,f79clyxp,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9271812884170192,0.7739765892776304,0.7271242386089087,0,1
466,0,szegedai-semantics,eager-lion-227,gphvy4lf,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9935075744964208,0.9397820518386664,0.9269853217914942,11,12
467,1,szegedai-semantics,eager-lion-227,gphvy4lf,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9978248927705428,0.940273722825792,0.9288017363594163,0,1
468,2,szegedai-semantics,eager-lion-227,gphvy4lf,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9985102658495785,0.9397804870105197,0.9284566723566623,5,6
469,3,szegedai-semantics,eager-lion-227,gphvy4lf,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9989764131185559,0.9409747468718461,0.9285848689739955,17,18
470,4,szegedai-semantics,eager-lion-227,gphvy4lf,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9988764824190305,0.9411419759789761,0.9295565883682955,12,13
471,5,szegedai-semantics,eager-lion-227,gphvy4lf,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9986379083154171,0.9404357407266688,0.9302471537775993,17,18
472,6,szegedai-semantics,eager-lion-227,gphvy4lf,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9993425487470977,0.9414967462039044,0.9287291154482966,1,2
473,7,szegedai-semantics,eager-lion-227,gphvy4lf,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9991733428019796,0.9415440697825804,0.9284379272713589,5,6
474,8,szegedai-semantics,eager-lion-227,gphvy4lf,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9992759714050315,0.9412862755312452,0.9287667795759629,11,12
475,9,szegedai-semantics,eager-lion-227,gphvy4lf,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.999192749727449,0.9408277599235647,0.9288661992147812,2,3
476,10,szegedai-semantics,eager-lion-227,gphvy4lf,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9994063602671933,0.9402928375283558,0.929305606104341,11,12
477,11,szegedai-semantics,eager-lion-227,gphvy4lf,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9994313090710364,0.9403924633150994,0.9300679998996313,11,12
478,12,szegedai-semantics,eager-lion-227,gphvy4lf,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9993675134958195,0.9397161581528579,0.9280832654084895,3,4
479,13,szegedai-semantics,eager-lion-227,gphvy4lf,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9996476988074466,0.9405914795674644,0.9281849792249852,6,7
480,14,szegedai-semantics,eager-lion-227,gphvy4lf,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9995117729300281,0.9386471124224411,0.925858089120835,2,3
481,15,szegedai-semantics,eager-lion-227,gphvy4lf,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9992482266749148,0.9387923455155271,0.9258789712176937,6,7
482,16,szegedai-semantics,eager-lion-227,gphvy4lf,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9996726677577742,0.9392377873485284,0.9262017603249829,6,7
483,17,szegedai-semantics,eager-lion-227,gphvy4lf,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9994701611986009,0.9377320393408453,0.9254961065059031,5,6
484,18,szegedai-semantics,eager-lion-227,gphvy4lf,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.999445184198846,0.9365081086944731,0.9227374175589939,0,1
485,19,szegedai-semantics,eager-lion-227,gphvy4lf,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9991788452789152,0.9348629921601371,0.9210691271970514,3,4
486,20,szegedai-semantics,eager-lion-227,gphvy4lf,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9986380292199597,0.9291234459510724,0.9153922268565489,1,2
487,21,szegedai-semantics,eager-lion-227,gphvy4lf,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9939652781629598,0.920664846357214,0.9053024140563406,0,1
488,22,szegedai-semantics,eager-lion-227,gphvy4lf,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9380458394290021,0.8785489470781012,0.8674828366701266,0,1
489,0,szegedai-semantics,bumbling-bird-226,0mmdy7z3,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9966413040017829,0.9602651096733471,0.9300198807157058,20,21
490,1,szegedai-semantics,bumbling-bird-226,0mmdy7z3,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9975245751581964,0.9609666603403555,0.9305504861134154,20,21
491,2,szegedai-semantics,bumbling-bird-226,0mmdy7z3,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9981850023881547,0.9604934366598133,0.9328417696293345,15,16
492,3,szegedai-semantics,bumbling-bird-226,0mmdy7z3,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9982324559308269,0.9593454683833322,0.9291758278366314,11,12
493,4,szegedai-semantics,bumbling-bird-226,0mmdy7z3,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9987023842693946,0.9598478846458566,0.9294959241390784,5,6
494,5,szegedai-semantics,bumbling-bird-226,0mmdy7z3,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.99887739747295,0.9573887089604369,0.9261539485507004,10,11
495,6,szegedai-semantics,bumbling-bird-226,0mmdy7z3,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9992038596882314,0.9565327588391838,0.929986350168126,16,17
496,7,szegedai-semantics,bumbling-bird-226,0mmdy7z3,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9992277746375715,0.9543266185227416,0.9252579034941764,12,13
497,8,szegedai-semantics,bumbling-bird-226,0mmdy7z3,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9982489095482187,0.9539661403842495,0.9244717018865409,12,13
498,9,szegedai-semantics,bumbling-bird-226,0mmdy7z3,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9990683749114161,0.9521997018428648,0.9238456925844493,13,14
499,10,szegedai-semantics,bumbling-bird-226,0mmdy7z3,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9987580606639599,0.9518641916547677,0.9217715369513859,5,6
500,11,szegedai-semantics,bumbling-bird-226,0mmdy7z3,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9991003399600329,0.9491063506147799,0.9195180402076953,7,8
501,12,szegedai-semantics,bumbling-bird-226,0mmdy7z3,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9991562390549877,0.9476313958636392,0.9153160319512115,2,3
502,13,szegedai-semantics,bumbling-bird-226,0mmdy7z3,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9993551314815257,0.9439522403226319,0.9123064602242391,6,7
503,14,szegedai-semantics,bumbling-bird-226,0mmdy7z3,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9993710641753378,0.9425389472348257,0.908394658852519,8,9
504,15,szegedai-semantics,bumbling-bird-226,0mmdy7z3,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9992037962992453,0.9388365580448065,0.9055281078915743,1,2
505,16,szegedai-semantics,bumbling-bird-226,0mmdy7z3,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9989726600141757,0.932789964659811,0.8988119076224803,3,4
506,17,szegedai-semantics,bumbling-bird-226,0mmdy7z3,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9992914407636517,0.9309864505508422,0.8920137967630671,5,6
507,18,szegedai-semantics,bumbling-bird-226,0mmdy7z3,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.99927548347545,0.9272698362219749,0.886697860962567,3,4
508,19,szegedai-semantics,bumbling-bird-226,0mmdy7z3,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9986859395532194,0.9156142365097588,0.8775981524249422,3,4
509,20,szegedai-semantics,bumbling-bird-226,0mmdy7z3,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9989730362303265,0.8998156506261522,0.8622389110537433,0,1
510,21,szegedai-semantics,bumbling-bird-226,0mmdy7z3,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9967771455854852,0.8739004795020799,0.8349968287879294,0,1
511,22,szegedai-semantics,bumbling-bird-226,0mmdy7z3,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9416675978991396,0.777795728456493,0.7344813503947728,0,1
512,0,szegedai-semantics,peachy-totem-225,uq5w8c67,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9919146740065371,0.9402579916608755,0.9276381026497131,8,9
513,1,szegedai-semantics,peachy-totem-225,uq5w8c67,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9965709149220687,0.940176322418136,0.9298769771528997,20,21
514,2,szegedai-semantics,peachy-totem-225,uq5w8c67,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.998274379248162,0.9409477468475415,0.9296209780724888,15,16
515,3,szegedai-semantics,peachy-totem-225,uq5w8c67,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9986934849001805,0.941209667791754,0.9290876242095755,6,7
516,4,szegedai-semantics,peachy-totem-225,uq5w8c67,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9991040197060187,0.9429042832642252,0.9291350435927993,11,12
517,5,szegedai-semantics,peachy-totem-225,uq5w8c67,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.999275995506179,0.9415070796940269,0.9286834347362478,8,9
518,6,szegedai-semantics,peachy-totem-225,uq5w8c67,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9991677901499642,0.9403124321978736,0.927996988896556,15,16
519,7,szegedai-semantics,peachy-totem-225,uq5w8c67,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9992426995403492,0.9406084541272459,0.9262054612472104,5,6
520,8,szegedai-semantics,peachy-totem-225,uq5w8c67,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9993675134958195,0.9399307853369062,0.9287516158586326,7,8
521,9,szegedai-semantics,peachy-totem-225,uq5w8c67,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9990956602789582,0.9399967442617613,0.9280321083657342,0,1
522,10,szegedai-semantics,peachy-totem-225,uq5w8c67,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9994285587474896,0.9402052461434987,0.9278190208667737,12,13
523,11,szegedai-semantics,peachy-totem-225,uq5w8c67,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9992982105756614,0.9404705065324016,0.928043562816025,1,2
524,12,szegedai-semantics,peachy-totem-225,uq5w8c67,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9994757092488772,0.9403582627187604,0.9276129323534575,8,9
525,13,szegedai-semantics,peachy-totem-225,uq5w8c67,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9996393717300724,0.9395425545766242,0.92608799227654,0,1
526,14,szegedai-semantics,peachy-totem-225,uq5w8c67,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9994840270303259,0.9403595569009102,0.9266610660414029,8,9
527,15,szegedai-semantics,peachy-totem-225,uq5w8c67,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9995783587057832,0.9393387138765946,0.9252384473661123,2,3
528,16,szegedai-semantics,peachy-totem-225,uq5w8c67,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.999414690437817,0.9376450934021826,0.9239235349420244,6,7
529,17,szegedai-semantics,peachy-totem-225,uq5w8c67,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9995117675125665,0.9372910062101011,0.9248248675521631,1,2
530,18,szegedai-semantics,peachy-totem-225,uq5w8c67,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9995367429422649,0.9354223137807653,0.9220901244002355,4,5
531,19,szegedai-semantics,peachy-totem-225,uq5w8c67,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9994396733462042,0.9343057783172222,0.918052895748063,3,4
532,20,szegedai-semantics,peachy-totem-225,uq5w8c67,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9990262901655307,0.9281749989160126,0.9145520845081011,1,2
533,21,szegedai-semantics,peachy-totem-225,uq5w8c67,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9922484921458417,0.9155730865508611,0.9021901100689966,1,2
534,22,szegedai-semantics,peachy-totem-225,uq5w8c67,bert-large-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9393274367670856,0.8797568310148627,0.8666316421495046,0,1
535,0,szegedai-semantics,magic-firebrand-224,ou9woiy8,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9950725583690885,0.9606543863542691,0.9328459877055989,0,1
536,1,szegedai-semantics,magic-firebrand-224,ou9woiy8,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.997252769129088,0.9596884005193325,0.9331030359396798,19,20
537,2,szegedai-semantics,magic-firebrand-224,ou9woiy8,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.998288039367132,0.957591556459817,0.9290735250024986,19,20
538,3,szegedai-semantics,magic-firebrand-224,ou9woiy8,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9984555615705506,0.9597923130500855,0.9277687539364206,5,6
539,4,szegedai-semantics,magic-firebrand-224,ou9woiy8,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9986068320954041,0.9577464788732395,0.9231993633107839,14,15
540,5,szegedai-semantics,magic-firebrand-224,ou9woiy8,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.99906058434838,0.9582765721527008,0.9264661903970759,17,18
541,6,szegedai-semantics,magic-firebrand-224,ou9woiy8,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9989093311891474,0.9573222816286502,0.9270850618963858,14,15
542,7,szegedai-semantics,magic-firebrand-224,ou9woiy8,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9988376166364129,0.955300532589399,0.9302139838264168,11,12
543,8,szegedai-semantics,magic-firebrand-224,ou9woiy8,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9992994299907653,0.9546463685379004,0.9252986390709748,14,15
544,9,szegedai-semantics,magic-firebrand-224,ou9woiy8,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.99933922984452,0.9529177088940254,0.9246491257175089,6,7
545,10,szegedai-semantics,magic-firebrand-224,ou9woiy8,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9991561047067066,0.9531939199695363,0.9224881019735747,6,7
546,11,szegedai-semantics,magic-firebrand-224,ou9woiy8,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9991799820073721,0.9516712120251158,0.9235168927906359,11,12
547,12,szegedai-semantics,magic-firebrand-224,ou9woiy8,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9991321725145501,0.94861710225831,0.920302656578114,1,2
548,13,szegedai-semantics,magic-firebrand-224,ou9woiy8,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9992993630573249,0.947053773014914,0.9172655858265084,4,5
549,14,szegedai-semantics,magic-firebrand-224,ou9woiy8,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9992675625756322,0.9447817836812143,0.9090727948990436,7,8
550,15,szegedai-semantics,magic-firebrand-224,ou9woiy8,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9994028995199311,0.9422857142857143,0.9131450697643366,2,3
551,16,szegedai-semantics,magic-firebrand-224,ou9woiy8,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9992436727252462,0.9375733172695856,0.9053023998934859,4,5
552,17,szegedai-semantics,magic-firebrand-224,ou9woiy8,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9996735850708958,0.9337563451776651,0.900514465156678,2,3
553,18,szegedai-semantics,magic-firebrand-224,ou9woiy8,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.99903680058588,0.9269394768662891,0.8884359651174447,3,4
554,19,szegedai-semantics,magic-firebrand-224,ou9woiy8,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9991640460172763,0.91848464640691,0.8829765953190638,3,4
555,20,szegedai-semantics,magic-firebrand-224,ou9woiy8,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9986547477851099,0.9039046653144017,0.8718170334419254,0,1
556,21,szegedai-semantics,magic-firebrand-224,ou9woiy8,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9958720740640584,0.8766200762388818,0.8380450726763569,0,1
557,22,szegedai-semantics,magic-firebrand-224,ou9woiy8,bert-large-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9260278795832467,0.7738814208714851,0.7287897958485791,0,1
558,0,szegedai-semantics,desert-donkey-223,qg6vepjs,roberta-base,conll,pos,pfdf,recursive,max_depth,f1,42,0.9851686864288072,0.946656975167341,0.939448343398074,8,9
559,1,szegedai-semantics,desert-donkey-223,qg6vepjs,roberta-base,conll,pos,pfdf,recursive,max_depth,f1,42,0.9932815906707868,0.9471628088680536,0.9390841267050165,5,6
560,2,szegedai-semantics,desert-donkey-223,qg6vepjs,roberta-base,conll,pos,pfdf,recursive,max_depth,f1,42,0.9967295150861172,0.9481224224006946,0.940273380571888,4,5
561,3,szegedai-semantics,desert-donkey-223,qg6vepjs,roberta-base,conll,pos,pfdf,recursive,max_depth,f1,42,0.9981383709219641,0.9481949693731266,0.9406393842593758,3,4
562,4,szegedai-semantics,desert-donkey-223,qg6vepjs,roberta-base,conll,pos,pfdf,recursive,max_depth,f1,42,0.9988487859546339,0.9483065566652192,0.9397902141825263,6,7
563,5,szegedai-semantics,desert-donkey-223,qg6vepjs,roberta-base,conll,pos,pfdf,recursive,max_depth,f1,42,0.9990346526413901,0.9480560348101609,0.9391747658153143,4,5
564,6,szegedai-semantics,desert-donkey-223,qg6vepjs,roberta-base,conll,pos,pfdf,recursive,max_depth,f1,42,0.9989957889714326,0.9479041201427998,0.9378830503365819,3,4
565,7,szegedai-semantics,desert-donkey-223,qg6vepjs,roberta-base,conll,pos,pfdf,recursive,max_depth,f1,42,0.999001348179957,0.9470280592869078,0.9394247548742671,3,4
566,8,szegedai-semantics,desert-donkey-223,qg6vepjs,roberta-base,conll,pos,pfdf,recursive,max_depth,f1,42,0.9978667273266959,0.9460181024939767,0.9375062820383958,2,3
567,9,szegedai-semantics,desert-donkey-223,qg6vepjs,roberta-base,conll,pos,pfdf,recursive,max_depth,f1,42,0.9886631633270258,0.9416005298185806,0.936558396682792,1,2
568,10,szegedai-semantics,desert-donkey-223,qg6vepjs,roberta-base,conll,pos,pfdf,recursive,max_depth,f1,42,0.933167856379331,0.9104728812639122,0.908223866324425,0,1
569,0,szegedai-semantics,sandy-yogurt-222,y6ea5n6d,roberta-base,conll,ner,pfdf,recursive,max_depth,f1,42,0.9963936853669604,0.9703340193129649,0.9356752278376138,10,11
570,1,szegedai-semantics,sandy-yogurt-222,y6ea5n6d,roberta-base,conll,ner,pfdf,recursive,max_depth,f1,42,0.9980493785877501,0.9714177191149939,0.9384727465395059,7,8
571,2,szegedai-semantics,sandy-yogurt-222,y6ea5n6d,roberta-base,conll,ner,pfdf,recursive,max_depth,f1,42,0.9981607840951616,0.9704123287237746,0.9375041420902646,3,4
572,3,szegedai-semantics,sandy-yogurt-222,y6ea5n6d,roberta-base,conll,ner,pfdf,recursive,max_depth,f1,42,0.9990844750857806,0.9709210443137999,0.9392133492252682,6,7
573,4,szegedai-semantics,sandy-yogurt-222,y6ea5n6d,roberta-base,conll,ner,pfdf,recursive,max_depth,f1,42,0.9992993853698927,0.9685283687943264,0.939499651151201,3,4
574,5,szegedai-semantics,sandy-yogurt-222,y6ea5n6d,roberta-base,conll,ner,pfdf,recursive,max_depth,f1,42,0.9993710842030681,0.9674053934431412,0.9359573269721365,5,6
575,6,szegedai-semantics,sandy-yogurt-222,y6ea5n6d,roberta-base,conll,ner,pfdf,recursive,max_depth,f1,42,0.9991958918832848,0.9663873517786561,0.9321210117374773,4,5
576,7,szegedai-semantics,sandy-yogurt-222,y6ea5n6d,roberta-base,conll,ner,pfdf,recursive,max_depth,f1,42,0.9994427017817621,0.9604501912680599,0.9263702034594737,3,4
577,8,szegedai-semantics,sandy-yogurt-222,y6ea5n6d,roberta-base,conll,ner,pfdf,recursive,max_depth,f1,42,0.9993950007960515,0.9552267121988238,0.9184099724828433,1,2
578,9,szegedai-semantics,sandy-yogurt-222,y6ea5n6d,roberta-base,conll,ner,pfdf,recursive,max_depth,f1,42,0.9964512484285237,0.9381905423322181,0.9066402378592667,1,2
579,10,szegedai-semantics,sandy-yogurt-222,y6ea5n6d,roberta-base,conll,ner,pfdf,recursive,max_depth,f1,42,0.9017606899029824,0.8367151607963246,0.8045002336916606,0,1
580,0,szegedai-semantics,true-plasma-221,px1dcb5p,bert-base-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9897632136127893,0.9390134042437727,0.927563168734616,10,11
581,1,szegedai-semantics,true-plasma-221,px1dcb5p,bert-base-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9968039063366996,0.9386656829450888,0.927086993624818,8,9
582,2,szegedai-semantics,true-plasma-221,px1dcb5p,bert-base-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9985601930839332,0.9389919849025498,0.9278130569011822,8,9
583,3,szegedai-semantics,true-plasma-221,px1dcb5p,bert-base-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.999034620505992,0.9394682050837164,0.9261972254973284,6,7
584,4,szegedai-semantics,true-plasma-221,px1dcb5p,bert-base-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9991039501097175,0.9397368164115472,0.927134858261983,1,2
585,5,szegedai-semantics,true-plasma-221,px1dcb5p,bert-base-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.999406363560709,0.9396848121996985,0.9266235803476187,4,5
586,6,szegedai-semantics,true-plasma-221,px1dcb5p,bert-base-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9992288530992893,0.9368756365527554,0.9227067669172933,4,5
587,7,szegedai-semantics,true-plasma-221,px1dcb5p,bert-base-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9992787394584998,0.9355139578769277,0.9226445161047467,3,4
588,8,szegedai-semantics,true-plasma-221,px1dcb5p,bert-base-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9980221310497686,0.932431406983425,0.9172194981251802,0,1
589,9,szegedai-semantics,true-plasma-221,px1dcb5p,bert-base-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9902485023297093,0.9215543872960815,0.9076129161552143,0,1
590,10,szegedai-semantics,true-plasma-221,px1dcb5p,bert-base-uncased,conll,pos,pfdf,recursive,max_depth,f1,42,0.9293097237232245,0.8798450451230333,0.8670813984053273,0,1
591,0,szegedai-semantics,faithful-water-220,c4sk7rzi,bert-base-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9964653621411627,0.9551709956025183,0.9246204445035049,1,2
592,1,szegedai-semantics,faithful-water-220,c4sk7rzi,bert-base-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9974852777335668,0.9526785996148625,0.9238629200809475,9,10
593,2,szegedai-semantics,faithful-water-220,c4sk7rzi,bert-base-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9982482402777334,0.9535974643423137,0.9237488747374386,5,6
594,3,szegedai-semantics,faithful-water-220,c4sk7rzi,bert-base-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9987740024838392,0.9530498607947355,0.9230361110190006,7,8
595,4,szegedai-semantics,faithful-water-220,c4sk7rzi,bert-base-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9993471857336198,0.9517167041815935,0.9218838409053088,6,7
596,5,szegedai-semantics,faithful-water-220,c4sk7rzi,bert-base-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9994506325687307,0.948170731707317,0.9171889585278037,5,6
597,6,szegedai-semantics,faithful-water-220,c4sk7rzi,bert-base-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9994347628790472,0.9439275995190177,0.9100269022551396,3,4
598,7,szegedai-semantics,faithful-water-220,c4sk7rzi,bert-base-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9993153629372523,0.9330624940489415,0.8999434332678934,1,2
599,8,szegedai-semantics,faithful-water-220,c4sk7rzi,bert-base-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9984479588669304,0.9219380460683082,0.884740799893525,2,3
600,9,szegedai-semantics,faithful-water-220,c4sk7rzi,bert-base-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9967843099797825,0.8986983227777602,0.8586195398466155,1,2
601,10,szegedai-semantics,faithful-water-220,c4sk7rzi,bert-base-uncased,conll,ner,pfdf,recursive,max_depth,f1,42,0.9139296129109575,0.7774689762150983,0.7264789495058886,0,1
602,0,szegedai-semantics,wise-wildflower-219,c7e8qes9,roberta-base,conll,pos,pfdf,recursive,max_depth,f1,42,0.9856958169419676,0.9471707941744624,0.9407714537002135,7,8
603,1,szegedai-semantics,wise-wildflower-219,c7e8qes9,roberta-base,conll,pos,pfdf,recursive,max_depth,f1,42,0.9931956560935354,0.9468486847816651,0.9401851084403923,4,5
604,2,szegedai-semantics,wise-wildflower-219,c7e8qes9,roberta-base,conll,pos,pfdf,recursive,max_depth,f1,42,0.9964019895860208,0.9487260212999251,0.940425478443347,2,3
605,3,szegedai-semantics,wise-wildflower-219,c7e8qes9,roberta-base,conll,pos,pfdf,recursive,max_depth,f1,42,0.9977917963570189,0.9481008673375235,0.9397305720317684,3,4
606,4,szegedai-semantics,wise-wildflower-219,c7e8qes9,roberta-base,conll,pos,pfdf,recursive,max_depth,f1,42,0.9986185929620364,0.9489266566820775,0.9414660488013161,3,4
607,5,szegedai-semantics,wise-wildflower-219,c7e8qes9,roberta-base,conll,pos,pfdf,recursive,max_depth,f1,42,0.9987406170421699,0.9481830417227456,0.9407610334774303,3,4
608,6,szegedai-semantics,wise-wildflower-219,c7e8qes9,roberta-base,conll,pos,pfdf,recursive,max_depth,f1,42,0.9990540574278685,0.9474198486542824,0.9384657905977537,4,5
609,7,szegedai-semantics,wise-wildflower-219,c7e8qes9,roberta-base,conll,pos,pfdf,recursive,max_depth,f1,42,0.999259314741301,0.9471513836136735,0.9392660688719765,3,4
